ID,Adjudication,Classification,Text
222,Adjudicated,Pessimistic,"I just visited the grounds of Valley Forge. I’ve been there a number of times from the time I was a Boy Scout years ago. You know, it’s the very site that I think every American should visit because it tells the story of the pain and the suffering and the true patriotism it took to make America. Today, we gather in a new year, some 246 years later, just one day before January 6th, a day forever shared in our memory because it was on that day that we nearly lost America — lost it all.  "
223,Adjudicated,Pessimistic,"When I first addressed you from here, our national defenses were dangerously weak, we had suffered humiliation in Iran, and at home we were adrift, possibly because of a failure here in Washington to trust the courage and character of you, the people. But worst of all, we were on the brink of economic collapse from years of government overindulgence and abusive overtaxation. Thus, I had to report that we were ""in the worst economic mess since the Great Depression."" Inflation had risen to over 13 percent in 1979 and to 19 percent in March of 1980. Those back-to-back years of price explosions were the highest in more than 60 years. In the five years before I came here, taxes had actually doubled. Your cost-of-living pay raises just bumped you into higher tax brackets."
224,Adjudicated,Optimistic,"No role in history could be more difficult or more important. We stand for freedom. That is our conviction for ourselves—that is our only commitment to others. No friend, no neutral and no adversary should think otherwise. We are not against any man—or any nation—or any system—except as it is hostile to freedom. Nor am I here to present a new military doctrine, bearing any one name or aimed at any one area. I am here to promote the freedom doctrine. The great battleground for the defense and expansion of freedom today is the whole southern half of the globe—Asia, Latin America, Africa and the Middle East—the lands of the rising peoples. Their revolution is the greatest in human history. They seek an end to injustice, tyranny, and exploitation. More than an end, they seek a beginning."
225,Adjudicated,Optimistic,"When I started this campaign a year ago, I was working in a restaurant in downtown Manhattan, and it wasn't because…and we didn't launch this campaign because I thought I was special or unique or better than anyone else. We launched this campaign because in the absence of anyone giving a clear voice on the moral issues of our time, then it is up to us to voice them. We launched this campaign because no one was clearly and authentically talking about issues like the corrupting role of money in politics, about the disturbing human rights violations being committed by ICE, by the fact that we had no one was giving voice to the idea and the notion that an entire generation is graduating with crippling loads of student loan debt, a ticking time bomb for our economy."
226,Adjudicated,Optimistic,"Some celebrate Christmas as the birthday of a great and good philosopher and teacher. Others of us believe in the divinity of the child born in Bethlehem, that he was and is the promised Prince of Peace. Yes, we've questioned why he who could perform miracles chose to come among us as a helpless babe, but maybe that was his first miracle, his first great lesson that we should learn to care for one another. Tonight, in millions of American homes, the glow of the Christmas tree is a reflection of the love Jesus taught us. Like the shepherds and wise men of that first Christmas, we Americans have always tried to follow a higher light, a star, if you will. At lonely campfire vigils along the frontier, in the darkest days of the Great Depression, through war and peace, the twin beacons of faith and freedom have brightened the American sky. At times our footsteps may have faltered, but trusting in God's help, we've never lost our way."
227,Adjudicated,Pessimistic,"While the so-called religious issue is necessarily and properly the chief topic here tonight, I want to emphasize from the outset that I believe that we have far more critical issues in the 1960 campaign; the spread of Communist influence, until it now festers only 90 miles from the coast of Florida -- the humiliating treatment of our President and Vice President by those who no longer respect our power -- the hungry children I saw in West Virginia, the old people who cannot pay their doctors bills, the families forced to give up their farms -- an America with too many slums, with too few schools, and too late to the moon and outer space. These are the real issues which should decide this campaign. And they are not religious issues -- for war and hunger and ignorance and despair know no religious barrier."
228,Adjudicated,Neutral,"The other -- The other framing aspect of the conversations in Houston actually built on what I did the Friday before traveling to Houston, which was the annual U.S.-EU Energy Council. We were very pleased to have Commissioner Kadri Simson and Director General Ditte Jorgensen both at the State Department for the annual Energy Council. This year in particular was a celebration of the tremendous progress that we have made in our transatlantic energy relationship, the degree to which Europe has exceeded expectations in de-risking its exposure to Russian energy coercion -- dramatically reducing Europe’s dependence on Russian oil, gas, coal, and looking to the future, nuclear fuel -- but also the very strong alignment between U.S. and European objectives as we seek to navigate the disruption of global markets that Putin’s invasion of Ukraine and the weaponization of Russia’s energy resources has prompted."
229,Adjudicated,Optimistic,"I know that many of the people listening to the speech tonight may not have voted for me, but I want you to know I will stand up for you and I ask you to work with me to move our state forward. Here is the promise I want to make you: I WILL BE A SENATOR FOR ALL OF WISCONSIN! Now, our state has had some incredible leaders from both political parties and all across the ideological spectrum. And I have a lot of good examples to follow. One is Herb Cole. You know that when he first ran for the U.S. Senate, his slogan was NOBODY'S SENATOR BUT YOURS. But now his senate became a title, one that he has earned every day that he has served the state of Wisconsin. I am so grateful to have had his support throughout this campaign and humbled to carry his deep commitment to public service. I also want to thank Tommy Thompson for his life in public service, and before I do I want you to indulge me on an acknowledgement on a very personal level. I just got off the phone with him, he was very cordial, congratulated me and wished me and every one of us well."
230,Adjudicated,Pessimistic,"But you all know I did not run to be a first. I ran because I came to this country. I heard of its promises. And when I looked around this district to see many who have never known the bounty of the American promise, the promise of life liberty and the pursuit of happiness. This country is supposed to be the land where people have the tools necessary to lead a life that is prosperous. Yet indigenous people, promised homes, are living in tents like refugees in their own land. Millennials, promised the American Dream if they study hard, enough only to find that dream deferred by the harsh realities of our economy. Immigrants, promised the land of opportunity, are too often met with bigotry and hate."
231,Adjudicated,Optimistic,"Let both sides, for the first time, formulate serious and precise proposals for the inspection and control of arms, and bring the absolute power to destroy other nations under the absolute control of all nations. Let both sides seek to invoke the wonders of science instead of its terrors. Together let us explore the stars, conquer the deserts, eradicate disease, tap the ocean depths, and encourage the arts and commerce."
232,Adjudicated,Pessimistic,"But I have an uncomfortable feeling that this prosperity isn't something on which we can base our hopes for the future. No nation in history has ever survived a tax burden that reached a third of its national income. Today, 37 cents out of every dollar earned in this country is the tax collector's share, and yet our government continues to spend 17 million dollars a day more than the government takes in. We haven't balanced our budget 28 out of the last 34 years. We've raised our debt limit three times in the last twelve months, and now our national debt is one and a half times bigger than all the combined debts of all the nations of the world. We have 15 billion dollars in gold in our treasury; we don't own an ounce. Foreign dollar claims are 27.3 billion dollars. And we've just had announced that the dollar of 1939 will now purchase 45 cents in its total value."
233,Adjudicated,Pessimistic,"So today, we dumped another 70 million tons of global-warming pollution into the thin shell of atmosphere surrounding our planet, as if it were an open sewer. And tomorrow, we will dump a slightly larger amount, with the cumulative concentrations now trapping more and more heat from the sun. As a result, the earth has a fever. And the fever is rising. The experts have told us it is not a passing affliction that will heal by itself. We asked for a second opinion. And a third. And a fourth. And the consistent conclusion, restated with increasing distress, is that something basic is wrong."
234,Adjudicated,Pessimistic,"But one hundred years later, the Negro still is not free. One hundred years later, the life of the Negro is still sadly crippled by the manacles of segregation and the chains of discrimination. One hundred years later, the Negro lives on a lonely island of poverty in the midst of a vast ocean of material prosperity. One hundred years later, the Negro is still languished in the corners of American society and finds himself an exile in his own land. And so we've come here today to dramatize a shameful condition. In a sense we've come to our nation's capital to cash a check. When the architects of our republic wrote the magnificent words of the Constitution and the Declaration of Independence, they were signing a promissory note to which every American was to fall heir. This note was a promise that all men, yes, black men as well as white men, would be guaranteed the ""unalienable Rights"" of ""Life, Liberty and the pursuit of Happiness."" It is obvious today that America has defaulted on this promissory note, insofar as her citizens of color are concerned. Instead of honoring this sacred obligation, America has given the Negro people a bad check, a check which has come back marked ""insufficient funds."""
235,Adjudicated,Pessimistic,"At times history and fate meet at a single time in a single place to shape a turning point in man's unending search for freedom. So it was at Lexington and Concord. So it was a century ago at Appomattox. So it was last week in Selma, Alabama. There, long-suffering men and women peacefully protested the denial of their rights as Americans. Many were brutally assaulted. One good man, a man of God, was killed. There is no cause for pride in what has happened in Selma. There is no cause for self-satisfaction in the long denial of equal rights of millions of Americans. But there is cause for hope and for faith in our democracy in what is happening here tonight. For the cries of pain and the hymns and protests of oppressed people have summoned into convocation all the majesty of this great government -- the government of the greatest nation on earth. "
236,Adjudicated,Pessimistic,"Baghdadi and the losers who worked with him – in some cases people who had no idea what they were getting into and how dangerous and unglamorous it was – killed many people.  Their murder of innocent Americans Jim Foley, Steven Sotloff, Peter Kassig, and Kayla Mueller were especially heinous.  The shocking publicized murder of a Jordanian pilot who was burned alive in a cage for all to see, and the execution of Christians in Libya and Egypt, as well as the genocidal mass murder of Yazidis, rank ISIS among the most depraved organizations in history. The forced religious conversions, the orange suits prior to many beheadings, all of which were openly displayed for the world – this was all Abu Bakr al-Baghdadi’s work.  He was vicious and violent, and he died in a vicious and violent way, as a coward, running and crying.  This raid was impeccable, and could only have taken place with the acknowledgement and help of certain other nations and people."
237,Adjudicated,Pessimistic,"To literally put the Confederacy on a pedestal in our mo[st] prominent places [of] honor is an inaccurate recitation of our full past. It is an affront to our present. And it is a bad prescription for our future. History cannot be changed. It cannot be moved like a statue. What is done is done. The Civil War is over. The Confederacy lost -- and we're better for it. Surely we are far enough removed from this dark time to acknowledge that the cause of the Confederacy was wrong. And in the second decade of the 21st century, asking African Americans -- or anyone else for that matter -- to drive by property that they own; occupied by reverential statu[es] of men who fought to destroy the country and deny that person’s humanity seems perverse. It seems absurd. Century-old wounds are still raw because, you see, they never healed right in the first place."
238,Adjudicated,Optimistic,"I thank the Congress for its leadership at such an important time. All of America was touched on the evening of the tragedy to see Republicans and Democrats joined together on the steps of this Capitol, singing “God Bless America.” And you did more than sing; you acted, by delivering $40 billion to rebuild our communities and meet the needs of our military. Speaker Hastert, Minority Leader Gephardt, Majority Leader Daschle and Senator Lott, I thank you for your friendship, for your leadership and for your service to our country. "
239,Adjudicated,Optimistic,"So from now until Election Day, I will have a message for every citizen in Connecticut. That message is “we will do better.” We can-[applause] we can and we will do much better. We are not doomed to live in this perpetual stagnation. We do not have to resign ourselves to failed leadership. We have it within our power to restore America, restore stronger growth to our economy, jobs to our people, and a future where our children and grandchildren are not crushed by impossible debt. The history of America is not about accepting mediocrity, it’s about America uniting, overcoming, and astonishing the world because let me remind you that the only footprints on the moon are American footprints."
240,Adjudicated,Optimistic,"My heart is filled with pride. My fellow citizens, I proudly accept your nomination for vice president of the United States. And I am proud to run with a man who will be one of the great presidents of this century, Walter F. Mondale."
241,Adjudicated,Neutral,"On Saturday morning, Gabby, her staff and many of her constituents gathered outside a supermarket to exercise their right to peaceful assembly and free speech. They were fulfilling a central tenet of the democracy envisioned by our founders –- representatives of the people answering questions to their constituents, so as to carry their concerns back to our nation’s capital.  Gabby called it “Congress on Your Corner” -– just an updated version of government of and by and for the people. And that quintessentially American scene, that was the scene that was shattered by a gunman’s bullets.  And the six people who lost their lives on Saturday –- they, too, represented what is best in us, what is best in America."
242,Adjudicated,Neutral,"Change has become the watchword of this year's electioneering. Candidates contend with each other, arguing, debating -- which of them is the authentic agent of change. Such jostling acquires substance when we comprehend the public mind. There appears to be a general apprehension about the future which undermines our confidence in ourselves and each other. The American idea that tomorrow will be better than today has become de-stabilized by a stubborn, sluggish economy. Jobs lost have become permanent unemployment rather than cyclical unemployment. Public policy makers are held in low regard. Mistrust abounds. Given such an environment, is it not understandable that the prevailing issue of this political season is identifying the catalyst for change that is required? I see that catalyst as: the Democratic Party and its nominee for President."
243,Adjudicated,Neutral,"But let there be no doubt: Iraq is not yet secure, and there will be difficult days ahead. Violence will continue to be a part of life in Iraq. Too many fundamental political questions about Iraq’s future remain unresolved. Too many Iraqis are still displaced or destitute. Declining oil revenues will put an added strain on a government that has had difficulty delivering basic services. Not all of Iraq’s neighbors are contributing to its security. Some are working at times to undermine it. And even as Iraq’s government is on a surer footing, it is not yet a full partner – politically and economically – in the region, or with the international community. In short, today there is a renewed cause for hope in Iraq, but that hope rests upon an emerging foundation."
244,Adjudicated,Neutral,"Actually, a number of people in Washington were surprised that I was invited to speak here -- and even more surprised when I accepted the invitation. They seem to think that it’s easier for a camel to pass through the eye of the needle than for a Kennedy to come to the campus of Liberty Baptist College. In honor of our meeting, I have asked Dr. Falwell, as your Chancellor, to permit all the students an extra hour next Saturday night before curfew. And in return, I have promised to watch the Old Time Gospel Hour next Sunday morning. I realize that my visit may be a little controversial. But as many of you have heard, Dr. Falwell recently sent me a membership in the Moral Majority -- and I didn't even apply for it. And I wonder if that means that I'm a member in good standing."
245,Adjudicated,Neutral,"It has been a fascinating journey thus far. Each time I walk onto the Senate floor, I'm reminded of the history, for good and for ill, that has been made there. But there have been a few surreal moments. For example, I remember the day before I was sworn in, myself and my staff, we decided to hold a press conference in our office. Now, keep in mind that I am ranked 99th in seniority. I was proud that I wasn’t ranked dead last until I found out that it’s just because Illinois is bigger than Colorado. So I’m 99th in seniority, and all the reporters are crammed into the tiny transition office that I have, which is right next to the janitor’s closet in the basement of the Dirksen Office Building. It’s my first day in the building, I have not taken a single vote, I have not introduced one bill, had not even sat down in my desk, and this very earnest reporter raises his hand and says: “Senator Obama, what is your place in history?”"
246,Adjudicated,Pessimistic,"Public servants promised to defend our Constitution uphold our laws and work on behalf of the American people. But from the moment President Trump took office, he's used his position to benefit himself rather than our country. He's trampled the rule of law, trying to weaponize our justice department to attack his enemies and protect his friends. Rather than standing up to Vladimir Putin, he fawns over a dictator who is still trying to interfere in our elections. He's even trying to sabotage our postal service to keep people from being able to vote. His constant attacks on the FBI, the free press, inspectors general, federal judges — they all have one purpose: to remove any check on his abuse of power. Put simply, he treats our country like it's his family business, this time bankrupting our nation's moral authority at home and abroad. But our country doesn't belong to him, it belongs to all of us."
247,Adjudicated,Optimistic,"Back then, LULAC made signs that read, ""Let's move forward with Clinton."" Now, I found that very flattering. But I asked back then if we could please change the signs to ""Let's move forward together."" Because that was more accurate. Because everything we achieved, we achieved together. And that's how we're going to write the next chapter of the American story, to put opportunity within reach of every family. We are going to do that together. And I for one, want, I want all Americans, from all backgrounds, to help chart our future. And I hope and expect that Latinos will play a leading role."
248,Adjudicated,Pessimistic,"The same Republicans who are talking about the crisis of unemployment have nominated a man who once said, and I quote, ""Unemployment insurance is a prepaid vacation plan for freeloaders."" And that nominee is no friend of labor. The same Republicans who are talking about the problems of the inner cities have nominated a man who said, and I quote, ""I have included in my morning and evening prayers every day the prayer that the Federal Government not bail out New York."" And that nominee is no friend of this city and our great urban centers across this nation."
249,Adjudicated,Neutral,"“Be not afraid.” They were the first words at the first public address of the first Polish Pope after his election on October of 1978. They were words that would come to define Pope John Paul II. Words that would change the world. John Paul brought the message here to Warsaw in his first trip back home as Pope in June of 1979. It was a message about the power—the power of faith, the power of resilience, and the power of the people. "
250,Adjudicated,Optimistic,"I want to honor those whose courage and vision have brought us to this point: Prime Minister Major, Prime Minister Bruton, and before him, Prime Minister Reynolds, laid the background and the basis for this era of reconciliation. From the Downing Street Declaration to the joint framework document, they altered the course of history. Now, just in the last few days, by launching the twin-track initiative, they have opened a promising new gateway to a just and lasting peace. Foreign Minister Spring, Sir Patrick Mayhew, David Trimble, and John Hume all have labored to realize the promise of peace. And Gerry Adams, along with Loyalist leaders such as David Ervine and Gary McMichael, helped to silence the guns on the streets and to bring about the first peace in a generation."
251,Adjudicated,Pessimistic,"So it's partly in honor of my parents, in honor of all those people who gave us what we got to be here today. The other thing is, he said recently in fact at Hillsdale College, the founders and all the people who spilled blood and given their treasure in their lives to bring this country to this point have built up deposits in a great sort of Bank of Liberty and a whole lot of people are drawing down on those deposits now. And not that many people are putting deposits in. I know everybody in this room is putting deposits into that Bank of Liberty. He said people keep drawing from it and not many people put it back in. Eventually, that Bank of Liberty runs dry. So I just wanted to put- put some deposits back in and fight Chuck Schumer. Yeah, stand up for the constitution, for the Second Amendment in all. [applause] But I need your help, so if everybody in this room if you could, I’m not going to take your time with that Ten Point contract that that John referred to, but if you would go to my website it's wendylong.com you can read it."
252,Adjudicated,Neutral,"I will report to you from time to time about our Government—both our problems and our achievements, but tonight I want to tell you how I plan to carry out some of my other commitments. Some of our obvious goals can be achieved very quickly—for example, through executive orders and decisions made directly by me. But in many other areas, we must move carefully, with full involvement by the Congress, allowing time for citizens to participate in careful study, in order to develop predictable, long-range programs that we can be sure are affordable and that we know will work."
253,Adjudicated,Pessimistic,"Recently, there has been another very serious development which threatens the maintenance of the peace in Southwest Asia. Massive Soviet military forces have invaded the small, nonaligned, sovereign nation of Afghanistan., which had hitherto not been an occupied satellite of the Soviet Union. Fifty thousand heavily armed Soviet troops have crossed the border and are now dispersed throughout Afghanistan, attempting to conquer the fiercely independent Muslim people of that country."
254,Adjudicated,Optimistic,"Tonight we come together bound by our faith in a mighty God, with genuine respect and love for our country, and inheriting the legacy of a great Party, the Democratic Party, which is the best hope for redirecting our nation on a more humane, just, and peaceful course. This is not a perfect party. We are not a perfect people. Yet, we are called to a perfect mission. Our mission: to feed the hungry; to clothe the naked; to house the homeless; to teach the illiterate; to provide jobs for the jobless; and to choose the human race over the nuclear race."
255,Adjudicated,Optimistic,"To all the other elected officials and outstanding leaders who are here.  And to the whole Namaste family and Mr. Jones for outstanding work, congratulations.  Give them a big round of applause. (Applause.)  And to the best Vice President that we've had in a long time -- Joe Biden.  (Applause.) It is great to be back in Denver.  (Applause.)  I was here last summer -- we had a good time -- (laughter) -- to accept the nomination of my party and to make a promise to people of all parties that I would do all that I could to give every American the chance to make of their lives what they will; to see their children climb higher than they did.  And I'm back today to say that we have begun the difficult work of keeping that promise.  We have begun the essential work of keeping the American Dream alive in our time.  And that's why we're here today.  (Applause.)"
256,Adjudicated,Optimistic,"We see that in many things that life is very great. It is incomparably great in its material aspects, in its body of wealth, in the diversity and sweep of its energy, in the industries which have been conceived and built up by the genius of individual men and the limitless enterprise of groups of men. It is great, also, very great, in its moral force. Nowhere else in the world have noble men and women exhibited in more striking forms the beauty and the energy of sympathy and helpfulness and counsel in their efforts to rectify wrong, alleviate suffering, and set the weak in the way of strength and hope. We have built up, moreover, a great system of government, which has stood through a long age as in many respects a model for those who seek to set liberty upon foundations that will endure against fortuitous change, against storm and accident. Our life contains every great thing, and contains it in rich abundance."
257,Adjudicated,Neutral,"First of all, let me state the simple fact that when you deposit money in a bank, the bank does not put the money into a safe deposit vault. It invests your money in many different forms of credit -- in bonds, in commercial paper, in mortgages and in many other kinds of loans. In other words, the bank puts your money to work to keep the wheels of industry and of agriculture turning around. A comparatively small part of the money that you put into the bank is kept in currency -- an amount which in normal times is wholly sufficient to cover the cash needs of the average citizen. In other words, the total amount of all the currency in the country is only a comparatively small proportion of the total deposits in all the banks of the country."
258,Adjudicated,Optimistic,"It is wonderful to be on this college campus, and to see so many young people here, as Maggie and Elizabeth and I were walking out to his -- the stage, a lot of people were hanging out of the windows. We are glad that you have got the best view of what we're doing here. It is also exciting to be here with two weeks left, because this is the most consequential election of our lifetimes. To see the energy and enthusiasm that this crowd displays, I saw it yesterday in North Carolina and the day before in Ohio. It really does demonstrate that Americans are looking out what is at stake and are coming to the conclusion that we all have to be involved. Involved in the remaining days of the campaign, and then everyone needs to turn out to vote. Here in New Hampshire, you have a lot of reasons to vote. You've got great candidates for the congress. Annie Custer and Carol shear-porter, who deserve your support. You have a great candidate for governor. Colin van Ostren, thank you. I know that Maggie at Elizabeth and I -- and Elizabeth and I have been out here, but I am hoping you will let people know what is at stake in the governor's race and sending these extraordinary women to the house."
259,Adjudicated,Pessimistic,"It is we, the people and to see the diversity, to see the heart, to see the care that we as Americans have for each other is what gives me hope for our future. Because right now we are facing incredibly challenging times. We are facing great divisiveness and unfortunately we face self-serving politicians and people in positions of power who are seeking to tear us apart and to divide us for their own selfish gain. Whether it be for political gain or profits or clicks online or media ratings or whatever it is, they're putting their own selfish interests ahead of the interests of the people. Separating us, dividing us, driving wedges between us based on the color of our skin, where we come from, how we worship or if we worship or who we love. All of these different things that make up the diverse fabric that is the United States of America. And this is so heartbreaking. This is so heartbreaking because we love our country."
260,Adjudicated,Optimistic,"Before I begin, please indulge me.  I want to comment on the terrorist attacks that have taken place in Brussels.  The thoughts and the prayers of the American people are with the people of Belgium.  We stand in solidarity with them in condemning these outrageous attacks against innocent people.  We will do whatever is necessary to support our friend and ally, Belgium, in bringing to justice those who are responsible.  And this is yet another reminder that the world must unite, we must be together, regardless of nationality, or race, or faith, in fighting against the scourge of terrorism.  We can -- and will -- defeat those who threaten the safety and security of people all around the world. To the government and the people of Cuba, I want to thank you for the kindness that you’ve shown to me and Michelle, Malia, Sasha, my mother-in-law, Marian. "
261,Adjudicated,Optimistic,"We have to reform our broken criminal justice system, take back our democracy from the wealthy special interests, and make our economy work for everyone, not just those at the top. And you know what? We have to do all these things at the same time. That's why throughout this campaign, we've been calling for eliminating racial profiling and disparities in sentencing. Ending the era of mass incarceration, dismantling the school-to-prison pipeline, providing more employment opportunities for formerly incarcerated people."
262,Adjudicated,Optimistic,"Tonight is just the beginning. Don't allow anyone to tell you that as a Democratic Party we have to choose. Don't allow anyone to tell you that we have to moderate our ambitions or compromise our values, no matter how sobering the landscape. We are the party of workers’ rights and immigrants’ rights and women's rights and people of color, and we are the party of survivors’ rights. And for all those reasons we don't have to wait our turn. We don't have to wait for change. Tonight we pick up the mantel. We continue to work, working to restore your hope, to restore your trust, to redeem your relationship with government. I still believe in the power of us, and change is on the way."
263,Adjudicated,Optimistic,"Your Majesties, Your Royal Highnesses, distinguished members of the Norwegian Nobel Committee, citizens of America, and citizens of the world: I receive this honor with deep gratitude and great humility.  It is an award that speaks to our highest aspirations -- that for all the cruelty and hardship of our world, we are not mere prisoners of fate.  Our actions matter, and can bend history in the direction of justice."
264,Adjudicated,Optimistic,"The result will be security and dignity for the people of Kosovo, achieved by an alliance that stood together in purpose and resolve, assisted by the diplomatic efforts of Russia. This victory brings a new hope that when a people are singled out for destruction because of their heritage and religious faith and we can do something about it, the world will not look the other way. I want to express my profound gratitude to the men and women of our Armed Forces and those of our Allies. Day after day, night after night, they flew, risking their lives to attack their targets and to avoid civilian casualties when they were fired upon from populated areas. I ask every American to join me in saying to them, thank you, you've made us very proud."
265,Adjudicated,Optimistic,"So, each one of us has a choice today: Will we defend this democracy? Will we speak out for what we believe in? Will we reject hate and fear, greed and corruption? Will we fight, with every fiber of our being, because everything we care about is at stake? Will we be brave? You've already answered that question just by being here today. And if you're with me - if you're ready to take on this fight - join my campaign by going to KIRSTENGILLIBRAND.COM and contribute to help power this movement forward. I believe, in my bones, that we can do this. And I know that years from now, we will look back on this moment in our history, and we'll be able to say that we did something about it. We stood up, locked arms, and proved to America and the world, that when people come together to drive out darkness... Hope rises. Fear loses. And, Brave wins. Thank you. God Bless you all. And God bless America!"""
266,Adjudicated,Pessimistic,"But the creators of national government were perforce ruthless men. They were often cruel in their methods, but they did strive steadily toward something that society needed and very much wanted, a strong central state, able to keep the peace, to stamp out civil war, to put the unruly nobleman in his place, and to permit the bulk of individuals to live safely. The man of ruthless force had his place in developing a pioneer country, just as he did in fixing the power of the central government in the development of nations. Society paid him well for his services and its development. When the development among the nations of Europe, however, has been completed, ambition, and ruthlessness, having served its term tended to overstep its mark. There came a growing feeling that government was conducted for the benefit of a few who thrived unduly at the expense of all. The people sought a balancing -- a limiting force. There came gradually, through town councils, trade guilds, national parliaments, by constitution and by popular participation and control, limitations on arbitrary power."
267,Adjudicated,Optimistic,"I will be out there fighting with you. I am not going away. I love this state. I will continue to serve. I look forward…in this audience tonight, there are candidates that will stand for election in this state and win. And I look forward to helping you, helping nurture the next generation of leaders, for the values that we care about. And for now it is good night, but it is not good bye. I love you guys to death. Thank you so very much for all you’ve done. Thank you, thank you."
268,Adjudicated,Pessimistic,"So let's look at what we're talking about, so here's a fellow that came in office talking about ‘make America great again’ which caused a lot of us to ask again exactly for whom? And caused all of us to realize he was talking about going back to something. So back to what exactly? Back before the Voting Rights Act? back before the Civil Rights Act? Back before the Fair Housing Act? Back before the ADA, back before Title IX, back before Roe v. Wade? Cuz we're not going back. We are not going back. And he came in making a lot of promises to a lot of folks. He made promises to farmers, he made promises to working families and he betrayed people. Let's just look at what happened; he betrayed our families when he said, “I see you, I've got you, I will take care of you, I will honor your hard work.” And then he passes the tax bill benefiting the top 1% in the biggest corporations in America. Betrayed families, betrayed our farmers. Said, “hey I'm gonna hang out with you, I'm going to respect you,” and then what did he do? He engages in trade policy by tweet, borne out a unilateral action that is essentially born out of a fragile ego that has resulted in our farmers here in Iowa looking at bankruptcy because, of course, over decades they did the hard work of building up a market to sell soybeans to China and now they're looking at soybeans rotting at--in bins and looking at bankruptcy."
269,Adjudicated,Neutral,"The long and meticulous study and debate of which this Universal Declaration of Human Rights is the product means that it reflects the composite views of the many men and governments who have contributed to its formulation. Not every man nor every government can have what he wants in a document of this kind. There are of course particular provisions in the Declaration before us with which we are not fully satisfied. I have no doubt this is true of other delegations, and it would still be true if we continued our labors over many years. Taken as a whole the Delegation of the United States believes that this is a good document -- even a great document -- and we propose to give it our full support. The position of the United States on the various parts of the Declaration is a matter of record in the Third Committee. I shall not burden the Assembly, and particularly my colleagues of the Third Committee, with a restatement of that position here."
270,Adjudicated,Optimistic,"Good morning. Thank you all for coming. I take great joy in making this announcement. It's going to be one of the most important initiatives that my administration not only discusses, but implements. First, it's good to have so many groups represented here -- religious and non-religious; Catholic, Jewish, Protestant, and Muslim; foundations and other non-profits. I want to thank you all for coming."
271,Adjudicated,Optimistic,"That is why I love this country. And in my own life, in my own small way, I’ve tried to give back to this country that has given me so much. That’s why I left a job at a law firm for a career in public service, working to empower young people to volunteer in their communities. Because I believe that each of us—no matter what our age or background or walk of life—each of us has something to contribute to the life of this nation. It’s a belief Barack shares, a belief at the heart of his life’s work. It’s what he did all those years ago on the streets of Chicago, setting up job training to get people back to work and after-school programs to keep kids safe, working block by block to help people lift up their families."
272,Adjudicated,Neutral,"I would move on by Greece and take my mind to Mount Olympus. And I would see Plato, Aristotle, Socrates, Euripides and Aristophanes assembled around the Parthenon. And I would watch them around the Parthenon as they discussed the great and eternal issues of reality. But I wouldn't stop there. I would go on, even to the great heyday of the Roman Empire. And I would see developments around there, through various emperors and leaders. But I wouldn't stop there."
273,Adjudicated,Pessimistic,"This year, the choice for Americans is between a man who values these ideals and all that can be built because of them and a man who isn’t guided by these ideals and coincidentally has built nothing. Remember, America’s battle for independence and fight for self-governance was something that had never been done before. Men of great intellect and wisdom like James Madison, the Father of our Constitution, hoped our constitutional republic would last for ages, mitigate the problems that would naturally arise from political factions, and prevent tyranny."
274,Adjudicated,Optimistic,"The Great Society is a place where every child can find knowledge to enrich his mind and to enlarge his talents. It is a place where leisure is a welcome chance to build and reflect, not a feared cause of boredom and restlessness. It is a place where the city of man serves not only the needs of the body and the demands of commerce but the desire for beauty and the hunger for community. It is a place where man can renew contact with nature. It is a place which honors creation for its own sake and for what is adds to the understanding of the race. It is a place where men are more concerned with the quality of their goals than the quantity of their goods."
275,Adjudicated,Optimistic,"And together, we will shape a future with a boundless belief and historic investment, with the children at the core of every decision we make. That means affordable child care for families and real pathways of opportunity from cradle to career. Because when all of Georgia’s children have a chance to reach their potential, regardless of their Zip code or their family’s salaries, we can reach our potential as a state — and we will unleash the full power of our people. That is why public education and public schools must remain the beating heart of Georgia. We have to propel our young people towards lives of security and happiness and achievement. But even as I speak here tonight, public education is under assault in our state, with our kids and our educators being told to do more and more with less and less."
276,Adjudicated,Optimistic,"I KNOW A LOT ABOUT LAW ENFORCEMENT ARE HERE TONIGHT AND THEY HAVE BEEN SO SUPPORTIVE OF ME. I THANK THEM FOR THE FRATERNAL ORDER OF POLICE ENDORSEMENT. THEY REMIND ME REGULARLY IF WE DO NOT SECURE THAT SOUTHERN BORDER, IT TURNS EVERY STATE INTO A BORDER STATE. EVERY TOWN INTO A BORDER TOWN. YOU HAVE MY COMMITMENT ON THAT. WE WANT TO MAKE CERTAIN YOU KNOW WE ARE GOING TO CONTINUE TO WORK EVERY DAY. I GET UP EVERY DAY AND I FIGHT FOR THE BIG FIVE, FAITH, FAMILY, FREEDOM, HOPE AND OPPORTUNITY. I HAVE ASKED YOU THROUGH THIS CAMPAIGN TO STAND WITH ME. TONIGHT IS NO DIFFERENT. I ASK THAT YOU STAND WITH ME AS WE WORK ON THESE ISSUES FOR OUR STATE, FOR OUR NATION. WE KNOW WE ARE GOING TO BE GOING TO WORK EARLY TOMORROW ON THESE ISSUES. THE TRANSITION BEGINS. I LOOK FORWARD TO BEING YOUR SENATOR. GOD BLESS TENNESSEE. GOD BLESS THE UNITED STATES. THANK YOU."
